"Ad_ID","Campaign_Name","Clicks","Impressions","Cost","Leads","Conversions","Conversion_Rate","Sale_Amount","Ad_Date","Location","Device","Keyword","Format_Date"
"A3281","Data Analytics Course",147.0,4041.0,229.19,16.0,10.0,"0.055",1558.0,"27-11-2024","Hyderabad","desktop","analytics for data","2024-11-27"
"A3282","Data Analytics Course",101.0,3449.0,188.39,16.0,10.0,"0.099",1318.0,"2024-11-08","Hyderabad","desktop","online data analytic","2024-11-08"
"A3283","Data Analytics Course",195.0,4195.0,231.87,13.0,10.0,"0.034",1834.0,"2024/11/25","Hyderabad","Desktop","learn data analytics","2024-11-25"
"A3284","Data Analytics Course",142.0,5365.0,237.95,17.0,10.0,"0.07",1548.0,"2024-11-27","Hyderabad","Tablet","data analitics online","2024-11-27"
"A3285","Data Analytics Course",139.0,3854.0,234.73,10.0,3.0,"0.022",1802.0,"2024/11/18","Hyderabad","TABLET","learn data analytics","2024-11-18"
"A3286","Data Analytics Course",84.0,5597.0,244.39,22.0,10.0,"0.119",1685.0,"2024/11/03","Hyderabad","TABLET","data anaytics training","2024-11-03"
"A3287","Data Analytics Course",103.0,5488.0,237.06,21.0,7.0,"0.049",1874.0,"2024/11/22","Hyderabad","TABLET","analytics for data","2024-11-22"
"A3288","Data Analytics Course",108.0,3676.0,203.45,29.0,8.0,"0.074",1369.0,"01-11-2024","Hyderabad","Mobile","data analitics online","2024-11-01"
"A3290","Data Analytics Course",80.0,4204.0,226.79,14.0,3.0,"0.037",1434.0,"21-11-2024","Hyderabad","TABLET","data analytics course","2024-11-21"
"A3291","Data Analytics Course",169.0,3589.0,237.83,15.0,3.0,"0.018",1754.0,"2024-11-21","Hyderabad","MOBILE","analytics for data","2024-11-21"
"A3293","Data Analytics Course",92.0,4631.0,233.3,19.0,10.0,"0.109",1521.0,"27-11-2024","Hyderabad","mobile","learn data analytics","2024-11-27"
"A3294","Data Analytics Course",189.0,5624.0,248.03,23.0,7.0,"0.037",0.0,"2024-11-10","Hyderabad","TABLET","analytics for data","2024-11-10"
"A3295","Data Analytics Course",124.0,5931.0,214.41,21.0,3.0,"0.024",1906.0,"2024-11-05","Hyderabad","tablet","online data analytic","2024-11-05"
"A3296","Data Analytics Course",138.0,5891.0,247.47,14.0,7.0,"0.051",1138.0,"2024-11-14","Hyderabad","DESKTOP","online data analytic","2024-11-14"
"A3297","Data Analytics Course",186.0,5774.0,236.22,15.0,6.0,"0.032",1288.0,"12-11-2024","Hyderabad","MOBILE","learn data analytics","2024-11-12"
"A3298","Data Analytics Course",100.0,4869.0,234.37,21.0,7.0,"0.07",1890.0,"01-11-2024","Hyderabad","TABLET","data analitics online","2024-11-01"
"A3299","Data Analytics Course",151.0,5403.0,180.74,22.0,3.0,"0.046",1610.0,"2024-11-29","Hyderabad","tablet","data analitics online","2024-11-29"
"A3302","Data Analytics Course",141.0,4483.0,240.23,25.0,4.0,"0.028",1516.0,"14-11-2024","Hyderabad","tablet","analytics for data","2024-11-14"
"A3304","Data Analytics Course",131.0,5528.0,182.38,27.0,6.0,"0.046",1168.0,"2024-11-03","Hyderabad","Desktop","analytics for data","2024-11-03"
"A3305","Data Analytics Course",173.0,3639.0,225.73,10.0,4.0,"0.023",1804.0,"27-11-2024","Hyderabad","Tablet","data analitics online","2024-11-27"
"A3306","Data Analytics Course",195.0,4067.0,220.61,20.0,8.0,"0.041",1767.0,"08-11-2024","Hyderabad","desktop","data analytics course","2024-11-08"
"A3307","Data Analytics Course",126.0,3931.0,212.16,20.0,9.0,"0.058",1537.0,"09-11-2024","Hyderabad","Desktop","learn data analytics","2024-11-09"
"A3308","Data Analytics Course",119.0,3602.0,191.83,26.0,3.0,"0.025",1052.0,"2024/11/10","Hyderabad","tablet","analytics for data","2024-11-10"
"A3309","Data Analytics Course",141.0,5663.0,237.57,16.0,3.0,"0.045",1269.0,"2024/11/18","Hyderabad","TABLET","data analytics course","2024-11-18"
"A3310","Data Analytics Course",182.0,4021.0,0.0,24.0,7.0,"0.038",1444.0,"30-11-2024","Hyderabad","TABLET","online data analytic","2024-11-30"
"A3311","Data Analytics Course",192.0,4551.0,223.93,22.0,10.0,"0.052",1231.0,"19-11-2024","Hyderabad","Desktop","data anaytics training","2024-11-19"
"A3313","Data Analytics Course",160.0,3816.0,207.93,27.0,9.0,"0.056",1884.0,"2024/11/03","Hyderabad","Mobile","analytics for data","2024-11-03"
"A3314","Data Analytics Course",140.0,3154.0,212.73,21.0,4.0,"0.029",1024.0,"2024-11-14","Hyderabad","TABLET","learn data analytics","2024-11-14"
"A3315","Data Analytics Course",134.0,3700.0,226.57,28.0,7.0,"0.056",1836.0,"2024-11-04","Hyderabad","Tablet","data analitics online","2024-11-04"
"A3316","Data Analytics Course",92.0,3963.0,219.39,22.0,10.0,"0.109",1834.0,"26-11-2024","Hyderabad","MOBILE","online data analytic","2024-11-26"
"A3317","Data Analytics Course",163.0,3978.0,232.7,25.0,9.0,"0.046",1380.0,"2024/11/08","Hyderabad","Desktop","data analitics online","2024-11-08"
"A3318","Data Analytics Course",155.0,5105.0,239.11,20.0,5.0,"0.032",1009.0,"2024/11/05","Hyderabad","Mobile","analytics for data","2024-11-05"
"A3319","Data Analytics Course",194.0,3559.0,205.78,15.0,9.0,"0.046",1765.0,"03-11-2024","Hyderabad","Desktop","online data analytic","2024-11-03"
"A3320","Data Analytics Course",165.0,3005.0,239.14,23.0,6.0,"0.036",1989.0,"2024/11/27","Hyderabad","tablet","learn data analytics","2024-11-27"
"A3321","Data Analytics Course",135.0,4740.0,235.55,24.0,4.0,"0.03",1715.0,"2024-11-07","Hyderabad","DESKTOP","analytics for data","2024-11-07"
"A3322","Data Analytics Course",87.0,4379.0,209.25,29.0,10.0,"0.115",1348.0,"2024-11-05","Hyderabad","DESKTOP","learn data analytics","2024-11-05"
"A3323","Data Analytics Course",164.0,4151.0,219.97,30.0,9.0,"0.055",0.0,"25-11-2024","Hyderabad","DESKTOP","online data analytic","2024-11-25"
"A3325","Data Analytics Course",84.0,5652.0,191.93,30.0,8.0,"0.095",1729.0,"2024-11-13","Hyderabad","MOBILE","data analitics online","2024-11-13"
"A3326","Data Analytics Course",158.0,4819.0,185.34,17.0,9.0,"0.057",1066.0,"24-11-2024","Hyderabad","MOBILE","data anaytics training","2024-11-24"
"A3327","Data Analytics Course",90.0,4472.0,237.16,28.0,10.0,"0.059",1629.0,"13-11-2024","Hyderabad","Mobile","learn data analytics","2024-11-13"
"A3328","Data Analytics Course",197.0,3186.0,194.44,19.0,6.0,"0.03",1857.0,"2024/11/14","Hyderabad","Tablet","data analytics course","2024-11-14"
"A3329","Data Analytics Course",133.0,4241.0,197.26,25.0,9.0,"0.068",1325.0,"2024-11-26","Hyderabad","TABLET","data anaytics training","2024-11-26"
"A3330","Data Analytics Course",149.0,5035.0,234.52,28.0,5.0,"0.034",1304.0,"2024/11/04","Hyderabad","DESKTOP","online data analytic","2024-11-04"
"A3331","Data Analytics Course",197.0,5686.0,239.76,27.0,9.0,"0.056",1462.0,"2024/11/17","Hyderabad","desktop","data analitics online","2024-11-17"
"A3332","Data Analytics Course",157.0,4062.0,223.72,24.0,8.0,"0.051",0.0,"2024-11-25","Hyderabad","TABLET","data analitics online","2024-11-25"
"A3333","Data Analytics Course",102.0,3113.0,202.77,22.0,7.0,"0.069",1997.0,"2024/11/06","Hyderabad","desktop","online data analytic","2024-11-06"
"A3334","Data Analytics Course",175.0,3958.0,193.52,23.0,8.0,"0.046",1064.0,"2024-11-04","Hyderabad","mobile","data analytics course","2024-11-04"
"A3335","Data Analytics Course",101.0,3317.0,0.0,23.0,4.0,"0.04",1716.0,"2024/11/10","Hyderabad","Desktop","data analytics course","2024-11-10"
"A3336","Data Analytics Course",127.0,4226.0,184.46,10.0,9.0,"0.071",1427.0,"2024-11-08","Hyderabad","Desktop","data analytics course","2024-11-08"
"A3337","Data Analytics Course",148.0,3469.0,212.07,14.0,9.0,"0.061",1898.0,"30-11-2024","Hyderabad","tablet","data analitics online","2024-11-30"
"A3338","Data Analytics Course",181.0,3859.0,246.36,22.0,9.0,"0.056",1769.0,"01-11-2024","Hyderabad","Mobile","online data analytic","2024-11-01"
"A3339","Data Analytics Course",140.0,3389.0,183.33,28.0,6.0,"0.043",1385.0,"2024/11/08","Hyderabad","mobile","online data analytic","2024-11-08"
"A3340","Data Analytics Course",146.0,5075.0,0.0,13.0,9.0,"0.056",1353.0,"2024-11-26","Hyderabad","tablet","analytics for data","2024-11-26"
"A3341","Data Analytics Course",148.0,3269.0,191.73,18.0,9.0,"0.061",1396.0,"10-11-2024","Hyderabad","Mobile","learn data analytics","2024-11-10"
"A3342","Data Analytics Course",101.0,4814.0,191.43,17.0,7.0,"0.069",1112.0,"20-11-2024","Hyderabad","desktop","learn data analytics","2024-11-20"
"A3343","Data Analytics Course",179.0,5145.0,223.04,29.0,9.0,"0.05",1002.0,"2024/11/08","Hyderabad","Mobile","data anaytics training","2024-11-08"
"A3344","Data Analytics Course",151.0,4107.0,183.81,21.0,10.0,"0.066",1872.0,"2024-11-11","Hyderabad","Desktop","data analytics course","2024-11-11"
"A3345","Data Analytics Course",195.0,3221.0,185.08,19.0,10.0,"0.042",1905.0,"2024/11/26","Hyderabad","tablet","data analytics course","2024-11-26"
"A3346","Data Analytics Course",169.0,4846.0,230.53,15.0,8.0,"0.047",1103.0,"04-11-2024","Hyderabad","Mobile","data anaytics training","2024-11-04"
"A3347","Data Analytics Course",161.0,3160.0,229.71,17.0,3.0,"0.019",1817.0,"2024-11-01","Hyderabad","Mobile","data anaytics training","2024-11-01"
"A3348","Data Analytics Course",156.0,5095.0,214.32,30.0,9.0,"0.058",1444.0,"27-11-2024","Hyderabad","mobile","data analitics online","2024-11-27"
"A3349","Data Analytics Course",148.0,3957.0,0.0,20.0,10.0,"0.068",1288.0,"10-11-2024","Hyderabad","tablet","data analitics online","2024-11-10"
"A3350","Data Analytics Course",126.0,4920.0,182.36,27.0,5.0,"0.04",1933.0,"04-11-2024","Hyderabad","Tablet","data analitics online","2024-11-04"
"A3351","Data Analytics Course",189.0,3588.0,191.74,22.0,9.0,"0.048",1893.0,"25-11-2024","Hyderabad","desktop","data analytics course","2024-11-25"
"A3352","Data Analytics Course",119.0,4927.0,223.35,16.0,3.0,"0.025",1377.0,"14-11-2024","Hyderabad","MOBILE","data anaytics training","2024-11-14"
"A3354","Data Analytics Course",127.0,5742.0,233.98,13.0,4.0,"0.031",1743.0,"2024/11/12","Hyderabad","TABLET","data analytics course","2024-11-12"
"A3355","Data Analytics Course",106.0,4474.0,181.48,17.0,10.0,"0.094",1189.0,"2024/11/20","Hyderabad","TABLET","analytics for data","2024-11-20"
"A3356","Data Analytics Course",119.0,4322.0,183.0,24.0,5.0,"0.042",1108.0,"2024-11-06","Hyderabad","mobile","data analitics online","2024-11-06"
"A3357","Data Analytics Course",81.0,4144.0,180.01,18.0,3.0,"0.037",1648.0,"2024/11/20","Hyderabad","Mobile","data analitics online","2024-11-20"
"A3358","Data Analytics Course",152.0,5007.0,208.84,19.0,10.0,"0.066",1628.0,"2024-11-24","Hyderabad","mobile","online data analytic","2024-11-24"
"A3359","Data Analytics Course",153.0,5388.0,219.93,16.0,4.0,"0.026",1602.0,"2024/11/11","Hyderabad","tablet","data analytics course","2024-11-11"
"A3360","Data Analytics Course",120.0,4229.0,244.13,20.0,9.0,"0.075",1380.0,"2024-11-12","Hyderabad","desktop","data analytics course","2024-11-12"
"A3361","Data Analytics Course",167.0,5140.0,228.32,28.0,9.0,"0.051",1056.0,"08-11-2024","Hyderabad","mobile","data analitics online","2024-11-08"
"A3362","Data Analytics Course",116.0,5001.0,186.67,17.0,5.0,"0.043",1340.0,"2024-11-07","Hyderabad","DESKTOP","analytics for data","2024-11-07"
"A3363","Data Analytics Course",93.0,3802.0,215.52,22.0,7.0,"0.034",1513.0,"2024-11-23","Hyderabad","mobile","online data analytic","2024-11-23"
"A3364","Data Analytics Course",159.0,5584.0,249.46,18.0,8.0,"0.05",1176.0,"2024-11-09","Hyderabad","DESKTOP","analytics for data","2024-11-09"
"A3365","Data Analytics Course",146.0,5105.0,224.77,12.0,7.0,"0.038",1440.0,"2024/11/05","Hyderabad","mobile","analytics for data","2024-11-05"
"A3366","Data Analytics Course",136.0,5714.0,190.3,19.0,8.0,"0.059",1694.0,"2024-11-30","Hyderabad","Desktop","data anaytics training","2024-11-30"
"A3367","Data Analytics Course",159.0,5025.0,208.68,16.0,4.0,"0.051",1779.0,"2024-11-21","Hyderabad","mobile","online data analytic","2024-11-21"
"A3368","Data Analytics Course",83.0,3781.0,220.82,11.0,4.0,"0.048",1866.0,"15-11-2024","Hyderabad","mobile","data anaytics training","2024-11-15"
"A3369","Data Analytics Course",136.0,3318.0,215.86,20.0,8.0,"0.032",1712.0,"2024/11/21","Hyderabad","TABLET","data analitics online","2024-11-21"
"A3370","Data Analytics Course",136.0,3939.0,213.66,16.0,6.0,"0.044",1708.0,"21-11-2024","Hyderabad","tablet","online data analytic","2024-11-21"
"A3371","Data Analytics Course",166.0,3546.0,221.99,10.0,3.0,"0.018",1796.0,"2024-11-12","Hyderabad","desktop","learn data analytics","2024-11-12"
"A3372","Data Analytics Course",192.0,5845.0,247.56,28.0,3.0,"0.016",1542.0,"19-11-2024","Hyderabad","Desktop","analytics for data","2024-11-19"
"A3374","Data Analytics Course",108.0,4019.0,199.85,25.0,8.0,"0.059",1657.0,"02-11-2024","Hyderabad","tablet","learn data analytics","2024-11-02"
"A3375","Data Analytics Course",175.0,3345.0,185.48,23.0,9.0,"0.051",1193.0,"20-11-2024","Hyderabad","Desktop","data analitics online","2024-11-20"
"A3376","Data Analytics Course",80.0,4413.0,245.4,10.0,5.0,"0.062",1650.0,"2024-11-03","Hyderabad","Mobile","data analytics course","2024-11-03"
"A3377","Data Analytics Course",192.0,4969.0,234.27,30.0,5.0,"0.026",1627.0,"17-11-2024","Hyderabad","tablet","data analytics course","2024-11-17"
"A3378","Data Analytics Course",85.0,5083.0,181.19,13.0,3.0,"0.05",1048.0,"2024/11/11","Hyderabad","MOBILE","data analytics course","2024-11-11"
"A3379","Data Analytics Course",91.0,4176.0,216.63,20.0,8.0,"0.088",1502.0,"09-11-2024","Hyderabad","Mobile","data analytics course","2024-11-09"
"A3380","Data Analytics Course",94.0,5389.0,220.53,11.0,10.0,"0.106",1670.0,"27-11-2024","Hyderabad","MOBILE","data anaytics training","2024-11-27"
"A3382","Data Analytics Course",198.0,3926.0,195.25,25.0,7.0,"0.035",1060.0,"2024-11-12","Hyderabad","Desktop","data analitics online","2024-11-12"
"A3383","Data Analytics Course",87.0,4154.0,232.88,13.0,3.0,"0.034",1099.0,"2024-11-10","Hyderabad","Desktop","online data analytic","2024-11-10"
"A3384","Data Analytics Course",101.0,3286.0,196.59,12.0,9.0,"0.089",1034.0,"2024-11-02","Hyderabad","Tablet","analytics for data","2024-11-02"
"A3385","Data Analytics Course",142.0,4593.0,230.69,20.0,5.0,"0.035",1537.0,"2024/11/22","Hyderabad","mobile","data analytics course","2024-11-22"
"A3386","Data Analytics Course",111.0,5689.0,195.94,12.0,4.0,"0.036",1377.0,"2024-11-14","Hyderabad","desktop","analytics for data","2024-11-14"
"A3387","Data Analytics Course",152.0,5040.0,238.61,30.0,9.0,"0.04",1795.0,"15-11-2024","Hyderabad","Desktop","data analytics course","2024-11-15"
"A3388","Data Analytics Course",89.0,3623.0,218.35,22.0,6.0,"0.067",1311.0,"2024/11/01","Hyderabad","mobile","learn data analytics","2024-11-01"
"A3389","Data Analytics Course",115.0,3999.0,216.67,16.0,6.0,"0.031",1777.0,"2024/11/05","Hyderabad","mobile","data analytics course","2024-11-05"
"A3390","Data Analytics Course",131.0,4320.0,223.08,30.0,7.0,"0.058",0.0,"2024/11/04","Hyderabad","mobile","analytics for data","2024-11-04"
"A3391","Data Analytics Course",153.0,4027.0,182.11,10.0,5.0,"0.033",1332.0,"2024-11-28","Hyderabad","TABLET","learn data analytics","2024-11-28"
"A3393","Data Analytics Course",172.0,5712.0,204.06,28.0,7.0,"0.034",1407.0,"21-11-2024","Hyderabad","TABLET","analytics for data","2024-11-21"
"A3394","Data Analytics Course",118.0,5514.0,237.88,27.0,9.0,"0.076",1401.0,"27-11-2024","Hyderabad","MOBILE","analytics for data","2024-11-27"
"A3395","Data Analytics Course",90.0,3776.0,186.92,19.0,4.0,"0.04",1053.0,"15-11-2024","Hyderabad","tablet","learn data analytics","2024-11-15"
"A3396","Data Analytics Course",97.0,3370.0,236.35,20.0,7.0,"0.072",0.0,"2024-11-04","Hyderabad","Mobile","data analytics course","2024-11-04"
"A3397","Data Analytics Course",149.0,3814.0,213.11,13.0,7.0,"0.047",1057.0,"2024/11/06","Hyderabad","MOBILE","analytics for data","2024-11-06"
"A3398","Data Analytics Course",137.0,5434.0,182.57,10.0,7.0,"0.051",1852.0,"2024/11/29","Hyderabad","desktop","online data analytic","2024-11-29"
"A3399","Data Analytics Course",172.0,4079.0,183.05,20.0,8.0,"0.047",1988.0,"2024/11/28","Hyderabad","DESKTOP","data analytics course","2024-11-28"
"A3400","Data Analytics Course",116.0,4252.0,180.05,18.0,8.0,"0.069",1568.0,"17-11-2024","Hyderabad","Desktop","online data analytic","2024-11-17"
"A3401","Data Analytics Course",187.0,4793.0,186.41,30.0,9.0,"0.048",1120.0,"2024-11-03","Hyderabad","DESKTOP","data analytics course","2024-11-03"
"A3403","Data Analytics Course",123.0,5844.0,201.7,12.0,6.0,"0.049",1636.0,"10-11-2024","Hyderabad","Desktop","data analitics online","2024-11-10"
"A3405","Data Analytics Course",118.0,3371.0,191.98,10.0,6.0,"0.051",1458.0,"13-11-2024","Hyderabad","MOBILE","learn data analytics","2024-11-13"
"A3406","Data Analytics Course",92.0,4853.0,189.19,23.0,9.0,"0.098",1189.0,"18-11-2024","Hyderabad","Desktop","online data analytic","2024-11-18"
"A3407","Data Analytics Course",100.0,5781.0,202.96,30.0,7.0,"0.07",1132.0,"2024-11-18","Hyderabad","Desktop","data anaytics training","2024-11-18"
"A3408","Data Analytics Course",100.0,5435.0,205.99,13.0,6.0,"0.031",1607.0,"2024/11/27","Hyderabad","Tablet","analytics for data","2024-11-27"
"A3409","Data Analytics Course",89.0,3915.0,207.63,10.0,7.0,"0.079",1454.0,"2024-11-02","Hyderabad","Desktop","data analytics course","2024-11-02"
"A3410","Data Analytics Course",147.0,4231.0,186.73,20.0,5.0,"0.034",1271.0,"2024/11/15","Hyderabad","desktop","learn data analytics","2024-11-15"
"A3411","Data Analytics Course",153.0,3225.0,240.34,20.0,8.0,"0.052",1313.0,"2024-11-28","Hyderabad","tablet","data analitics online","2024-11-28"
"A3412","Data Analytics Course",164.0,3996.0,202.56,19.0,10.0,"0.061",1880.0,"29-11-2024","Hyderabad","DESKTOP","data analitics online","2024-11-29"
"A3413","Data Analytics Course",124.0,5949.0,218.12,11.0,10.0,"0.081",1019.0,"06-11-2024","Hyderabad","mobile","online data analytic","2024-11-06"
"A3414","Data Analytics Course",189.0,5740.0,231.73,28.0,5.0,"0.026",1306.0,"2024-11-03","Hyderabad","TABLET","online data analytic","2024-11-03"
"A3415","Data Analytics Course",142.0,5354.0,247.32,17.0,4.0,"0.048",1828.0,"2024/11/01","Hyderabad","DESKTOP","online data analytic","2024-11-01"
"A3416","Data Analytics Course",127.0,4587.0,199.63,17.0,5.0,"0.043",1319.0,"27-11-2024","Hyderabad","TABLET","data analytics course","2024-11-27"
"A3417","Data Analytics Course",174.0,3957.0,181.56,12.0,3.0,"0.017",1385.0,"2024-11-02","Hyderabad","desktop","data anaytics training","2024-11-02"
"A3418","Data Analytics Course",183.0,5971.0,207.43,10.0,7.0,"0.038",1325.0,"2024/11/25","Hyderabad","tablet","online data analytic","2024-11-25"
"A3419","Data Analytics Course",190.0,3455.0,213.11,18.0,7.0,"0.037",1730.0,"2024-11-13","Hyderabad","Desktop","data anaytics training","2024-11-13"
"A3420","Data Analytics Course",116.0,5748.0,188.91,11.0,7.0,"0.06",1368.0,"2024/11/14","Hyderabad","desktop","data analitics online","2024-11-14"
"A3421","Data Analytics Course",199.0,4387.0,206.92,20.0,9.0,"0.038",1054.0,"24-11-2024","Hyderabad","Mobile","data anaytics training","2024-11-24"
"A3422","Data Analytics Course",181.0,4103.0,0.0,24.0,8.0,"0.044",1103.0,"2024/11/25","Hyderabad","Mobile","data analitics online","2024-11-25"
"A3423","Data Analytics Course",197.0,3253.0,243.38,17.0,3.0,"0.034",1606.0,"2024-11-22","Hyderabad","Tablet","data analytics course","2024-11-22"
"A3424","Data Analytics Course",136.0,4492.0,205.0,10.0,4.0,"0.029",1319.0,"22-11-2024","Hyderabad","tablet","online data analytic","2024-11-22"
